holidaycalendar,holiday,description,creationname,creationdate,revisionname,revisiondate
Sweden,2027-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2027-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2027-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2028-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2028-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2028-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2028-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2028-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2029-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2029-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2029-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2029-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2029-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2030-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2030-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2030-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2030-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2030-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2031-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2031-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2031-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2031-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2031-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2032-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2032-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2032-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2032-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2032-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2033-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2033-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2033-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2033-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2033-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2034-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2034-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2034-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2034-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2034-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2035-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2035-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2035-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2035-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2035-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2036-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2036-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2036-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2036-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2036-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2037-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2037-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2037-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2037-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2037-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2038-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2038-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2038-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2038-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2038-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2039-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2039-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2039-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2039-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2039-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2040-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2040-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2040-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2040-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2040-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2041-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2041-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2041-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2041-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2041-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2042-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2042-01-06 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2042-05-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2042-12-24 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2042-12-25 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Sweden,2043-01-01 00:00:00,Sweden Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
TOCOM,2006-02-11 00:00:00,NATIONAL FOUNDATION DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-03-21 00:00:00,VERNAL EQUINOX DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-04-29 00:00:00,GREENERY DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-05-03 00:00:00,CONSTITUTION MEMORIAL DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-05-04 00:00:00,NATIONAL HOLIDAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-05-05 00:00:00,CHILDREN'S DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-07-17 00:00:00,OCEAN DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-09-18 00:00:00,RESPECT FOR THE AGED DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-10-09 00:00:00,HEALTH AND SPORTS DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-11-03 00:00:00,NATIONAL CULTURE DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2006-11-23 00:00:00,LABOR THANKSGIVING DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-01-01 00:00:00,NEW YEAR'S DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-01-02 00:00:00,SUBSTITUTE HOLIDAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-01-03 00:00:00,NOT AVAILABLE,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-01-09 00:00:00,COMING OF AGE DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-02-11 00:00:00,NATIONAL FOUNDATION DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-03-21 00:00:00,VERNAL EQUINOX DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-04-29 00:00:00,GREENERY DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-05-03 00:00:00,CONSTITUTION MEMORIAL DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-05-04 00:00:00,NATIONAL HOLIDAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-05-05 00:00:00,CHILDREN'S DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-07-17 00:00:00,OCEAN DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-09-18 00:00:00,RESPECT FOR THE AGED DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-10-09 00:00:00,HEALTH AND SPORTS DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-11-03 00:00:00,NATIONAL CULTURE DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2007-11-23 00:00:00,LABOR THANKSGIVING DAY,Touhami elfahdi,2007-01-31 17:13:21,,
TOCOM,2008-01-01 00:00:00,NEW YEAR'S DAY,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-01-02 00:00:00,TOCOM Designated Holiday,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-01-03 00:00:00,TOCOM Designated Holiday,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-01-14 00:00:00,Coming of Age Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-02-11 00:00:00,National Foundation Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-03-20 00:00:00,Vernal Equinox Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-04-29 00:00:00,Showa Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-05-05 00:00:00,Children's Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-05-06 00:00:00,Substitute for Greenery Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-07-21 00:00:00,Ocean Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-09-15 00:00:00,Respect for the Aged Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-09-23 00:00:00,Autumnal Equinox Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-10-13 00:00:00,Health and Sports Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-11-03 00:00:00,National Culture Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-11-24 00:00:00,Sub for Labor Thanksgiving Day,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-12-23 00:00:00,The Emperor's Birthday,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2008-12-31 00:00:00,TOCOM Designated Holiday,SYSTEM,2008-07-09 11:37:57,,
TOCOM,2009-01-01 00:00:00,NEW YEAR'S DAY,SYSTEM,2008-07-09 11:28:07,,
TOCOM,2009-01-02 00:00:00,TOCOM Designated Holiday,SYSTEM,2008-07-09 11:28:07,,
UK,2007-04-09 00:00:00,Easter Monday ,Rosie Tovbin,2007-01-24 15:02:30,Rosie Tovbin,2007-01-25 13:59:04
UK,2007-05-07 00:00:00,Early May Bank Holiday,Rosie Tovbin,2007-01-24 15:02:30,,
UK,2007-05-28 00:00:00,Spring Bank Holiday,Rosie Tovbin,2007-01-24 15:02:30,,
UK,2007-08-27 00:00:00,Summer Bank Holiday,Rosie Tovbin,2007-01-24 15:02:30,,
UK,2007-12-25 00:00:00,Christmas Day ,Rosie Tovbin,2007-01-24 15:02:30,Rosie Tovbin,2007-01-25 14:05:28
UK,2007-12-26 00:00:00,Boxing Day ,Rosie Tovbin,2007-01-24 15:02:30,Rosie Tovbin,2007-01-25 14:05:28
UK,2008-01-01 00:00:00,New Year's Day,Rosie Tovbin,2007-01-25 14:00:34,Rosie Tovbin,2007-01-25 14:00:46
UK,2008-03-21 00:00:00,Good Friday,Rosie Tovbin,2007-01-25 14:01:24,,
UK,2008-03-24 00:00:00,Easter Monday,Rosie Tovbin,2007-01-25 14:01:52,,
UK,2008-05-05 00:00:00,Early May Bank Holiday,Rosie Tovbin,2007-01-25 14:02:20,,
UK,2008-05-26 00:00:00,Spring Bank Holiday,Rosie Tovbin,2007-01-25 14:03:01,,
UK,2008-08-25 00:00:00,Summer Bank Holiday,Rosie Tovbin,2007-01-25 14:03:26,,
UK,2008-12-25 00:00:00,Christmas Day ,Rosie Tovbin,2007-01-25 14:04:45,Rosie Tovbin,2007-01-25 14:05:28
UK,2008-12-26 00:00:00,Boxing Day,Rosie Tovbin,2007-01-25 14:05:28,,
UK,2011-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-04-22 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-04-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-04-29 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-05-02 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-05-30 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-08-29 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2011-12-26 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-04-06 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-04-09 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-05-07 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-06-04 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-06-05 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-08-27 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2012-12-26 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2013-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2013-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2013-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2013-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2014-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2014-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2014-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2014-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2015-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2015-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2015-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2015-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2016-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2016-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2016-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2016-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2017-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2017-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2017-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2017-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2018-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2018-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2018-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2018-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2019-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2019-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2019-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2019-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2020-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2020-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2020-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2020-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2021-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2021-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2021-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2021-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2022-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2022-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2022-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2022-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2023-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2023-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2023-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2023-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2024-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2024-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2024-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2024-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2025-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2025-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2025-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2025-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2026-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2026-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2026-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2026-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2027-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2027-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2027-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2027-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2028-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2028-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2028-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2028-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2029-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2029-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2029-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2029-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2030-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2030-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2030-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2030-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2031-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2031-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2031-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2031-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2032-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2032-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2032-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2032-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2033-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2033-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2033-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2033-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2034-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2034-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2034-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2034-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2035-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2035-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2035-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2035-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2036-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2036-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2036-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2036-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2037-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2037-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2037-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2037-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2038-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2038-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2038-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2038-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2039-01-01 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2039-05-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2039-08-24 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
UK,2039-12-25 00:00:00,United Kingdom Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
